Voltage,Sampling frequency
0.5363669799089705,125.0
0.5503611307667127,
0.4877216524360094,
0.4502319113516705,
0.33041033099178807,
0.3312136679473021,
0.4837480511180226,
0.6828707749867289,
0.851200336303995,
0.7144163906156401,
0.45713688723973106,
0.2570182859455626,
0.21096642953000821,
0.359413222425884,
0.3953663489445618,
0.36387879108418075,
0.30642481710563513,
0.2788339476819979,
0.3817687963473663,
0.3943413292077454,
0.391420392158238,
0.3758823482640284,
0.3549883369286235,
0.42680836707441194,
0.4073183825835572,
0.39895824015277925,
0.39747565286801706,
0.39046360472676045,
0.4733728402826766,
0.47274177413689045,
0.49056168845758136,
0.5062054514202972,
0.49490942023709283,
0.5571770532812229,
0.5318040212974722,
0.5263223099589227,
0.5211495674391682,
0.49474227064718296,
0.5463236157070125,
0.5013873356475274,
0.45707599874223326,
0.4100762788842049,
0.37293549987764113,
0.4533866012335551,
0.4412529699455658,
0.4036096504064415,
0.3797524290508359,
0.48132194771693687,
0.8558037350279925,
1.1743206771054904,
1.2735421503000302,
1.0293193751777878,
0.6083123058050528,
0.4121421208889074,
0.389365640861732,
0.49418237749291405,
0.5082413183432584,
0.38970653758835855,
0.37112800400803103,
0.36637853215917976,
0.41130892857374596,
0.3892446088986791,
0.294834761490774,
0.32611329305897363,
0.3525443480509028,
0.4078657374531588,
0.40469746736993173,
0.35071106139573555,
0.42315124333794873,
0.46887172521818227,
0.5295724437899538,
0.5435160608776398,
0.5241987232106418,
0.6266091876711063,
0.677089693176719,
0.7211264753091304,
0.7105920886843247,
0.6592022626680029,
0.7154838789415694,
0.7156274634578278,
0.7256842783215853,
0.693587502627463,
0.5942465417703995,
0.548239003356346,
0.42713926025899845,
0.3806402230075687,
0.40780806203102715,
0.44215391673196347,
0.5007410382292183,
0.3809828436969642,
0.24883011389930595,
0.18893491429279574,
0.21726643786631958,
0.37166250569071263,
0.40083427403492833,
0.3902892556160325,
0.36784766082333786,
0.35377217152733564,
0.4424414974619942,
0.4401946327419478,
0.44300632169980747,
0.44312598541584963,
0.42427134133661554,
0.4791623964820993,
0.4376075339127159,
0.41140152575263794,
0.3905784094659347,
0.35653710722862175,
0.4111140470292239,
0.3905811830630152,
