Voltage,Sampling frequency
0.5563669799089707,125.0
0.5208426967445924,
0.5182942368303577,
0.4284549752120746,
0.3355096451471778,
0.34579304049573045,
0.4527517926404515,
0.7214890063603169,
0.8166099599467517,
0.7342302243757632,
0.4583926976303173,
0.23497379022408268,
0.24700744949180511,
0.3204489140947687,
0.42552669093772877,
0.3511303112892073,
0.29890925425822684,
0.3030719081336988,
0.34924100985904294,
0.4248717114066723,
0.3715780981319485,
0.3805972951707475,
0.3645953886112199,
0.40803855754617596,
0.4280417519512074,
0.38277790026528047,
0.405492982716926,
0.3905427689527686,
0.4682247760730298,
0.47879709393334036,
0.486814062165867,
0.5068069386362545,
0.4957284311492958,
0.5581306620874401,
0.526281257999465,
0.5370388458585023,
0.5076368384623039,
0.5061678190626498,
0.5425513356013386,
0.4936525032376452,
0.47644766196480615,
0.38340175092987194,
0.39908486777780905,
0.43662259860512165,
0.4418711626616513,
0.42113578400731894,
0.3480030402193202,
0.5183311830741674,
0.8248245050409393,
1.189329125455238,
1.2797224901875288,
1.003332956587753,
0.6464307270258887,
0.3734297038724201,
0.41700115388053827,
0.48566679166161236,
0.4957318096440106,
0.4185822147452274,
0.33535631288128553,
0.3980332575446553,
0.39271339885598094,
0.3906206189678889,
0.3091259118762022,
0.3023621827925957,
0.3774317682118116,
0.3892702077353935,
0.4128407826637085,
0.3529816309207956,
0.41398465984301164,
0.4798736266106331,
0.5210568579586523,
0.5476401638047471,
0.5235285668459605,
0.6266853482401359,
0.6746146846783826,
0.7273068151966288,
0.7020891269423731,
0.6662652933327554,
0.7144508536469938,
0.7073894847180111,
0.7432104119224628,
0.6706942852518497,
0.6155247997937723,
0.5363461106047079,
0.4239761423963646,
0.4000118862301412,
0.3765618195294465,
0.4764238972780954,
0.47412432599287957,
0.3909815248117986,
0.2595466497988861,
0.15990074090308912,
0.2562623073243432,
0.3344392559511098,
0.42494717134258414,
0.3865416293243181,
0.35039157052808934,
0.3866663679694952,
0.4044784010361961,
0.4717233726825555,
0.4268259818123077,
0.44033794469180076,
0.44354379246018494,
0.45072718751288954,
0.4658338909111343,
0.39155923172634854,
0.3975973815731629,
0.3620515813921051,
0.3973097468291188,
0.4065770303073065,
0.38171211602410243,
0.3973908387995943,
0.35040710217078186,
0.38412953582910464,
0.34423494037446645,
0.32898662966014397,
0.31515526429739854,
0.30360305146080535,
0.37747698083512776,
0.3595217684350692,
0.3649406235504571,
0.2983846426160005,
0.3058276317548554,
0.3795237754477493,
0.3872683352299094,
0.3855753307548648,
0.3234626011482583,
0.5236647652374273,
0.9185210959903094,
1.3357518403845956,
1.463172074853916,
1.1188395766990005,
0.6701891645210675,
0.3115157992520144,
0.2908620976176618,
0.35896295066689937,
0.35056851019750296,
0.30020100814826856,
0.2210374629573169,
0.2988430423135931,
0.31050775259653934,
0.3033934732722684,
0.255678365932793,
0.24842283874675836,
0.3525656518289728,
0.36687432599598735,
0.39783823068578,
0.3612431844421755,
0.4139974766707902,
0.4964894881502813,
0.5104966427078839,
0.5460779478283443,
0.531523432813588,
0.6486139958060474,
0.7227344612096158,
0.757396500140618,
0.7485043058760518,
0.7003066095430942,
0.7612182397142495,
0.7478536626383984,
0.7515220462845353,
0.673419453843106,
0.6032604461157471,
0.5767205778373599,
0.48262435134885917,
0.4396213336921142,
0.32705176763420685,
0.3020630268602964,
0.2726217892386087,
0.23332140809378382,
0.24118077138468022,
0.22030396409589548,
0.3201265711498307,
0.358911074703691,
0.40664752556720324,
0.40538825813936263,
0.3770521631740894,
0.4184322876853034,
0.39163788847198616,
0.42659777144934313,
0.3942487089038646,
0.4031024450229853,
0.4253623596586923,
